,terrestrial_date,ls
1848,2018-02-08,126
1849,2018-02-09,127
1850,2018-02-11,127
1851,2018-02-12,128
1852,2018-02-13,128
1853,2018-02-14,129
1854,2018-02-15,129
1855,2018-02-16,130
1856,2018-02-17,130
1857,2018-02-18,131
1858,2018-02-19,131
1859,2018-02-20,132
1860,2018-02-21,132
1861,2018-02-22,133
1862,2018-02-23,133
1863,2018-02-24,134
1864,2018-02-25,134
1865,2018-02-26,135
1866,2018-02-27,135
